Domain,Problem,SPC,v8.2.0,v8.1.0,v8.0.0,v7.5.0,v7.4.0,v7.3.0,v7.2.0,v7.1.0,v7.0.0,v6.4.0,v6.3.0,v6.2.0,v6.1.0,v6.0.0,v5.5.0,v5.4.0,v5.3.0,v5.2.0,v5.1.0,v5.0.0,v4.1.0,v4.0.1,v4.0.0,v3.7.0,v3.5.0,v3.4.0,v3.3.0,v3.2.0,v3.1.0,v2.7.0,v2.6.0,v2.5.0,v2.4.0,v2.3.0.,v2.3.0,v2.2.1,v2.2.0,v2.1.0,v2.0.0,.0
SWV,SWV324-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.25,0.29,,,,,,,,,,,,
SWV,SWV325-1.p,CNF_UNS_RFO_SEQ_NHN,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.55,0.55,0.55,0.60,0.70,0.70,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.82,0.83,0.86,,,,,,,,,,,,
SWV,SWV325-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.21,,,,,,,,,,,,
SWV,SWV326-1.p,CNF_UNS_RFO_SEQ_NHN,0.16,0.16,0.16,0.16,0.21,0.24,0.25,0.25,0.25,0.27,0.27,0.27,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.58,0.71,,,,,,,,,,,,
SWV,SWV326-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.17,0.21,,,,,,,,,,,,
SWV,SWV327-1.p,CNF_UNS_RFO_SEQ_NHN,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.70,0.70,0.70,0.70,0.79,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.91,0.92,0.93,,,,,,,,,,,,
SWV,SWV327-2.p,CNF_UNS_RFO_SEQ_NHN,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.18,0.29,0.29,,,,,,,,,,,,
SWV,SWV328-1.p,CNF_UNS_RFO_SEQ_NHN,0.35,0.43,0.47,0.47,0.50,0.50,0.50,0.50,0.50,0.64,0.64,0.64,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.83,0.86,,,,,,,,,,,,
SWV,SWV328-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV329-1.p,CNF_UNS_RFO_SEQ_NHN,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.60,0.64,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.82,0.83,0.86,,,,,,,,,,,,
SWV,SWV329-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.25,0.25,0.25,0.25,0.33,,,,,,,,,,,,
SWV,SWV330-1.p,CNF_UNS_RFO_SEQ_NHN,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.18,0.18,0.27,0.27,0.42,0.43,,,,,,,,,,,,
SWV,SWV330-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV331-1.p,CNF_UNS_RFO_SEQ_NHN,0.20,0.21,0.21,0.21,0.21,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.36,0.57,0.57,,,,,,,,,,,,
SWV,SWV331-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV332-1.p,CNF_UNS_RFO_SEQ_NHN,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.90,0.90,0.90,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,,,,,1.00,,,,,,,,,,,,
SWV,SWV332-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,
SWV,SWV333-1.p,CNF_UNS_RFO_SEQ_NHN,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.18,0.18,0.27,0.27,0.42,0.43,,,,,,,,,,,,
SWV,SWV333-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV334-1.p,CNF_UNS_RFO_SEQ_NHN,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.18,0.18,0.27,0.27,0.42,0.43,,,,,,,,,,,,
SWV,SWV334-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV335-1.p,CNF_UNS_RFO_SEQ_NHN,0.20,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.45,0.50,0.71,,,,,,,,,,,,
SWV,SWV335-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV336-1.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.06,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.17,0.21,,,,,,,,,,,,
SWV,SWV336-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV337-1.p,CNF_UNS_RFO_SEQ_NHN,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.45,0.45,0.45,0.60,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.73,0.75,0.86,,,,,,,,,,,,
SWV,SWV337-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV338-1.p,CNF_UNS_RFO_SEQ_NHN,0.53,0.53,0.53,0.53,0.58,0.58,0.58,0.58,0.58,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.64,0.64,0.64,,,,,,,,,,,,
SWV,SWV338-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.25,0.29,,,,,,,,,,,,
SWV,SWV339-1.p,CNF_UNS_RFO_SEQ_NHN,0.32,0.32,0.32,0.32,0.37,0.41,0.45,0.45,0.45,0.45,0.45,0.45,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.64,0.67,0.71,,,,,,,,,,,,
SWV,SWV339-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.14,,,,,,,,,,,,
SWV,SWV340-1.p,CNF_UNS_RFO_SEQ_NHN,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.64,0.64,0.64,0.80,0.80,0.80,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.90,0.90,0.90,0.91,0.92,1.00,,,,,,,,,,,,
SWV,SWV340-2.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,
SWV,SWV341-1.p,CNF_UNS_RFO_SEQ_NHN,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.20,0.20,0.20,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.36,0.50,0.50,,,,,,,,,,,,
SWV,SWV341-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV342-1.p,CNF_UNS_RFO_SEQ_NHN,0.50,0.52,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.55,0.70,0.70,0.70,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.80,0.82,0.83,0.93,,,,,,,,,,,,
SWV,SWV342-2.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.14,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,
SWV,SWV343-1.p,CNF_UNS_RFO_SEQ_NHN,0.52,0.52,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.64,0.70,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.82,0.83,0.93,,,,,,,,,,,,
SWV,SWV343-2.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.14,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,
SWV,SWV344-1.p,CNF_UNS_RFO_SEQ_NHN,0.52,0.52,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.60,0.64,0.70,0.70,0.70,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.80,0.80,0.82,0.83,0.93,,,,,,,,,,,,
SWV,SWV344-2.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.14,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,
SWV,SWV345-1.p,CNF_UNS_RFO_SEQ_NHN,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.36,0.36,0.50,0.57,,,,,,,,,,,,
SWV,SWV345-2.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV346-1.p,CNF_UNS_RFO_SEQ_NHN,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.36,0.36,0.50,0.50,,,,,,,,,,,,
SWV,SWV346-2.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.14,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,
SWV,SWV347-1.p,CNF_UNS_RFO_SEQ_NHN,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.45,0.45,0.50,0.50,,,,,,,,,,,,
SWV,SWV347-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.14,,,,,,,,,,,,
SWV,SWV348-1.p,CNF_UNS_RFO_SEQ_NHN,0.70,0.71,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.80,0.86,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.91,0.92,1.00,,,,,,,,,,,,
SWV,SWV348-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,,,,,,,,,,,,
SWV,SWV349-1.p,CNF_UNS_RFO_SEQ_NHN,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.18,0.18,0.27,0.27,0.42,0.43,,,,,,,,,,,,
SWV,SWV349-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV350-1.p,CNF_UNS_RFO_SEQ_NHN,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.18,0.18,0.27,0.27,0.42,0.43,,,,,,,,,,,,
SWV,SWV350-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV351-1.p,CNF_UNS_RFO_SEQ_NHN,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.18,0.18,0.27,0.27,0.42,0.43,,,,,,,,,,,,
SWV,SWV351-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV352-1.p,CNF_UNS_RFO_SEQ_NHN,0.55,0.57,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.64,0.64,0.64,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.80,0.82,0.92,1.00,,,,,,,,,,,,
SWV,SWV352-2.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,
SWV,SWV353-1.p,CNF_UNS_RFO_SEQ_NHN,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.45,0.58,0.71,,,,,,,,,,,,
SWV,SWV353-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.14,,,,,,,,,,,,
SWV,SWV354-1.p,CNF_UNS_RFO_SEQ_NHN,0.53,0.53,0.53,0.53,0.58,0.58,0.58,0.58,0.58,0.64,0.64,0.64,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.73,0.83,0.93,,,,,,,,,,,,
SWV,SWV354-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.18,0.33,0.36,,,,,,,,,,,,
SWV,SWV355-1.p,CNF_UNS_RFO_SEQ_NHN,0.45,0.47,0.47,0.47,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.55,0.70,0.70,0.70,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.80,0.82,0.83,0.93,,,,,,,,,,,,
SWV,SWV355-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV356-1.p,CNF_UNS_RFO_SEQ_NHN,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.36,0.50,0.50,,,,,,,,,,,,
SWV,SWV356-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV357-1.p,CNF_UNS_RFO_SEQ_NHN,0.16,0.16,0.16,0.16,0.16,0.18,0.25,0.25,0.25,0.27,0.27,0.27,0.30,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.45,0.57,0.57,,,,,,,,,,,,
SWV,SWV357-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV358-1.p,CNF_UNS_RFO_SEQ_NHN,0.50,0.52,0.53,0.53,0.58,0.58,0.58,0.58,0.58,0.60,0.60,0.64,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.82,0.83,0.93,,,,,,,,,,,,
SWV,SWV358-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV359-1.p,CNF_UNS_RFO_SEQ_NHN,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.60,0.60,0.60,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.82,0.83,0.93,,,,,,,,,,,,
SWV,SWV359-2.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,
SWV,SWV360-1.p,CNF_UNS_RFO_SEQ_NHN,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.36,0.36,0.45,0.45,0.50,0.50,,,,,,,,,,,,
SWV,SWV360-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,,,,,,,,,,,,
SWV,SWV361-1.p,CNF_UNS_RFO_SEQ_NHN,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.60,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.82,0.83,0.93,,,,,,,,,,,,
SWV,SWV361-2.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,
SWV,SWV362-1.p,CNF_UNS_RFO_SEQ_NHN,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.45,0.45,0.50,0.50,,,,,,,,,,,,
SWV,SWV362-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.14,,,,,,,,,,,,
SWV,SWV363-1.p,CNF_UNS_RFO_SEQ_NHN,0.53,0.53,0.53,0.53,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.60,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.82,0.83,0.93,,,,,,,,,,,,
SWV,SWV363-2.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,
SWV,SWV364-1.p,CNF_UNS_RFO_SEQ_NHN,0.05,0.05,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.18,0.25,0.43,,,,,,,,,,,,
SWV,SWV364-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV365+1.p,FOF_THM_RFO_SEQ,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.17,0.17,0.20,0.20,0.20,0.21,0.26,,,,,,,,,,,,,
SWV,SWV366+1.p,FOF_THM_RFO_SEQ,0.17,0.17,0.17,0.17,0.17,0.17,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,,,,,,,,,,,,,
SWV,SWV367+1.p,FOF_THM_RFO_SEQ,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.12,0.17,0.20,0.20,0.20,0.21,0.21,,,,,,,,,,,,,
SWV,SWV368+1.p,FOF_UNK_RFO_SEQ,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,
SWV,SWV369+1.p,FOF_THM_RFO_SEQ,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.17,0.20,0.20,0.20,0.21,0.21,,,,,,,,,,,,,
SWV,SWV370+1.p,FOF_THM_RFO_SEQ,0.37,0.37,0.37,0.37,0.37,0.37,0.39,0.39,0.39,0.43,0.48,0.48,0.48,0.48,0.48,0.59,0.60,0.60,0.60,0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.63,,,,,,,,,,,,,
